股票代码,股票名称,当前价格,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SZ000708,中信特钢,27.45,0.56,2.08,25.98,7078430,196022696.74,0.56,24.904,2.143,138544087236
SZ002290,ST禾盛,5.88,0.12,2.08,0.17,977570,5805936.64,0.45,,0,1427148500
SZ300139,晓程科技,9.82,0.2,2.08,-7.36,10806644,105879747.68,4.76,,0,2690680000
SZ000513,丽珠集团,41.19,0.84,2.08,1.7,5208176,212134655.63,0.86,23.105,2.772,38921511578
SZ300681,英搏尔,31.59,0.64,2.07,-5.84,1351800,42531794,3.31,,0,2388204000
SZ002896,中大力德,28.11,0.57,2.07,2.18,1518500,42548772,1.9,28.781,0.356,2248800000
SZ000630,铜陵有色,2.46,0.05,2.07,-4.28,112431866,274156966.98,1.07,29.776,0.407,25895271938
SZ002625,光启技术,25.11,0.51,2.07,12.85,31047891,778465706.88,2.09,386.773,0,54101701215
SH603416,信捷电气,89.88,1.82,2.07,-1.06,1979852,175623299,2.17,42.975,0.178,12633532800
SH605258,协和电子,34.17,0.69,2.06,-6.46,2221682,75932158,10.1,30.25,0.658,3006960000
SH603195,公牛集团,219.2,4.43,2.06,6.78,2294025,500852208,3.82,61.234,1.732,131654544960
SZ000998,隆平高科,18.85,0.38,2.06,-4.85,22974291,431702971.31,2.37,,0,24824890117
SZ300314,戴维医疗,15.44,0.31,2.05,-6.03,4300016,65736994.04,2.27,29.989,0.259,4446720000
SH603260,合盛硅业,45,0.9,2.04,34.57,11209644,498891748,1.2,43.677,0.511,42210000000
SZ300538,同益股份,22.51,0.45,2.04,-10.85,3980394,90445394.16,5.14,107.724,0.444,3412489236
SZ002296,辉煌科技,6.54,0.13,2.03,-5.9,3993832,25876490.22,1.2,33.485,0.745,2548352987
SZ002373,千方科技,19.77,0.39,2.01,3.4,16231584,318575876.54,1.54,26.975,0.334,31259994138
SH600655,豫园股份,12.16,0.24,2.01,36.78,67635996,809371593,4.21,13.173,2.385,47223341322
SZ000768,中航西飞,35.05,0.69,2.01,-4.44,35646071,1240969580.48,1.29,142.454,0.342,97041009739
SH600581,八一钢铁,3.56,0.07,2.01,-7.05,38551348,138186473,2.51,31.466,0,5457116417
SZ300684,中石科技,22.33,0.44,2.01,-2.23,5390603,118936814.56,3.14,34.481,1.687,6273651617
SH603330,上海天洋,30.28,0.59,1.99,-0.16,2437492,74283742,1.59,142.314,0.172,4629206400
SZ002249,大洋电机,4.11,0.08,1.99,-8.67,33793100,137607467,2.01,,0,9722328974
SZ000561,烽火电子,7.7,0.15,1.99,7.39,14060078,106801688.55,2.35,50.696,0,4656130872
SZ000818,航锦科技,23.02,0.45,1.99,9.67,22395907,508623766.59,3.31,64.28,0.217,15881267800
SH600885,宏发股份,53.16,1.03,1.98,-1.95,6074348,323204918,0.82,53.11,0.546,39591524104
SZ002315,焦点科技,17.55,0.34,1.98,6.23,8119942,143306148.29,4.89,41.409,3.287,5361525000
SZ002536,飞龙股份,5.7,0.11,1.97,4.2,12075808,68803949.84,2.56,34.455,1.754,2854057340
SH601615,明阳智能,19.63,0.38,1.97,3.42,47815599,936544354,4.86,32.529,0.292,36813625815
SH601865,福莱特,37.32,0.72,1.97,-6.47,20136555,747859783,4.62,77.955,0.16,79627477082
SZ002414,高德红外,47.26,0.91,1.96,13.2,12236794,580867518.24,0.98,96.192,0.249,75230967014
SZ000717,韶钢松山,4.17,0.08,1.96,-2.34,35895758,149711372.71,1.48,5.778,3.597,10089416790
SH603669,灵康药业,8.31,0.16,1.96,-3.6,9631426,80721588,1.35,29.171,1.719,5928686400
SH603583,捷昌驱动,88.1,1.69,1.96,14.05,1524563,133076545,1.03,59.044,0.369,24035510542
SZ300402,宝色股份,15.65,0.3,1.95,-7.12,6446582,101524617.16,3.19,62.827,0.198,3161300000
SZ002891,中宠股份,61.2,1.17,1.95,6.45,2356833,143914605.38,1.32,92.993,0.085,11999798078
SH600623,华谊集团,5.75,0.11,1.95,-0.86,8305524,47926338,0.45,89.967,1.739,12105456387
SZ300375,鹏翎股份,4.7,0.09,1.95,-5.05,14492913,68525203.78,3.08,21.982,0,3342278880
SH603028,赛福天,10.99,0.21,1.95,1.95,1737048,19246888,0.79,72.547,0.182,2426592000
SZ002981,朝阳科技,26.24,0.5,1.94,-5.95,869010,22612378.2,3.62,38.021,0.381,2519040000
SH688595,芯海科技,63.51,1.21,1.94,-2.1,1410365,88317855,6.93,75.315,,6351000000
SH900909,华谊B股,0.473,0.009,1.94,2.6,381921,180391,0.16,47.884,2.996,995805369
SZ002653,海思科,16.81,0.32,1.94,-4.05,3199021,53603949.67,0.67,35.179,0.547,18062002412
SH603501,韦尔股份,321,6.11,1.94,38.9,10265404,3261488765,1.31,135.386,0.022,278499401943
SZ300656,民德电子,26.37,0.5,1.93,-7.38,2284110,60652900.4,3.1,70.245,0.345,2871693000
SZ300600,国瑞科技,21.1,0.4,1.93,1.93,16894390,358116790.26,8.21,107.183,0.29,6263486892
SZ300096,易联众,7.97,0.15,1.92,-0.99,10199180,80564388.53,2.71,,0.063,3427100000
SZ000596,古井贡酒,227.79,4.29,1.92,-16.25,3129115,704099802.71,0.82,60.58,0.659,114715044000
SH600459,贵研铂业,23.38,0.44,1.92,-9.2,5815189,135086089,1.33,28.129,1.155,10233613297
SZ002179,中航光电,75.92,1.42,1.91,-3.03,14373901,1070325966.91,1.35,62.415,0.198,83579088834
SZ000586,汇源通信,6.93,0.13,1.91,-4.55,2174026,14927358.32,1.12,123.011,0,1340539200
SH600829,人民同泰,6.39,0.12,1.91,-13.88,2696211,17112614,0.46,18.651,0,3705488135
SZ002392,北京利尔,4.28,0.08,1.9,-4.68,16967981,71943861.82,2.04,10.632,0.818,5095300791
SZ300738,奥飞数据,38.71,0.72,1.9,10.92,3767412,143690485.51,1.94,56.427,0.143,8207480318
SZ300095,华伍股份,10.18,0.19,1.9,-0.68,7955200,80173021,2.89,24.088,0.196,3855276494
SZ002074,国轩高科,37.7,0.7,1.89,-3.63,48882656,1853021839.08,4.15,,0,48276527235
SH603982,泉峰汽车,16.73,0.31,1.89,-16.89,4559892,76334100,5.6,31.272,0.89,3371637052
SZ003018,金富科技,12.37,0.23,1.89,-0.8,3935035,48293370.79,6.05,33.584,,3216200000
SZ300463,迈克生物,49.82,0.92,1.88,6.91,5444654,268070563.14,1.39,40.977,0.38,27747912104
SH601500,通用股份,5.44,0.1,1.87,-7.95,3866300,21048674,0.44,49.414,0.919,4745258090
SH603602,纵横通信,11.99,0.22,1.87,-2.2,3021434,35801528,1.48,,0.257,2444098924
SH603889,新澳股份,4.94,0.09,1.86,2.7,2369525,11625931,0.46,24.4,3.239,2528027157
SZ003004,声迅股份,29.6,0.54,1.86,-9.29,1610774,47291884.69,7.87,26.202,,2422464000
SH600372,中航电子,20.88,0.38,1.85,6.26,21825389,451167981,1.13,57.148,0.264,40261113853
SH603197,保隆科技,27.11,0.49,1.84,-3.63,1430686,38780310,0.87,23.339,1.187,4476756091
SZ002556,辉隆股份,8.3,0.15,1.84,3.62,10331853,85307479.6,1.32,30.891,1.143,7495851329
SZ002009,天奇股份,9.42,0.17,1.84,-7.01,7764001,72401577.23,2.1,66.135,0.34,3490575668
SH600058,五矿发展,6.64,0.12,1.84,-9.41,6074702,40052881,0.57,25.367,0,7117487121
SZ300408,三环集团,41,0.74,1.84,10.07,16960261,686931721.91,1.02,61.773,0.467,74493144032
SZ002527,新时达,5.57,0.1,1.83,-7.93,3769097,21007364.85,0.83,46.614,0.539,3454564720
SZ000599,青岛双星,4.45,0.08,1.83,4.71,7638601,33951716.47,1,,0.227,3659053587
SZ300761,立华股份,34.65,0.62,1.82,11.7,1817911,62286287.12,1.52,17.168,2.886,13994442000
SZ000661,长春高新,459.2,8.2,1.82,2.29,4749536,2155061342.46,1.32,66.503,0.109,185847557168
SZ300189,神农科技,4.48,0.08,1.82,-28.89,50649365,227100302.59,5.26,,0,4587520000
SZ300173,福能东方,6.23,0.11,1.8,-13.59,6188084,38212591.88,1.06,,0,4577341099
SZ300133,华策影视,6.23,0.11,1.8,0.81,28856892,178563689.88,2.01,,0.241,10937847157
SZ002121,*ST科陆,3.39,0.06,1.8,-1.45,7026500,23820419.1,0.66,,0,4774303608
SH600804,鹏博士,7.36,0.13,1.8,9.52,42416201,313142191,2.96,,0,10542422041
SZ000547,航天发展,25.66,0.45,1.79,-6.69,32360831,828460467.16,2.68,52.446,0.343,41195119436
SZ300510,金冠股份,5.13,0.09,1.79,0.39,10299496,51882201.63,1.31,,0,4250840407
SH600375,汉马科技,7.39,0.13,1.79,-7.97,5393900,40216033,0.97,,0,4106923012
SH603063,禾望电气,18.17,0.32,1.79,-6,13209245,238867822,3.09,30.723,0.087,7882900055
SH688556,高测股份,23.92,0.42,1.79,-14.33,1355592,32347669,3.68,44.877,,3871485488
SH601888,中国中免,272.94,4.79,1.79,-3.37,14038571,3800141223,0.72,148.923,0.264,532908674979
SZ300080,易成新能,5.14,0.09,1.78,-16.01,17316111,88723274.35,1.59,,0,10697056120
SH688288,鸿泉物联,35.42,0.62,1.78,-7.59,851384,29775794,1.66,46.922,,3542000000
SH603638,艾迪精密,80.8,1.41,1.78,17.2,1307743,105392814,0.23,95.75,0.145,48383816973
SZ000718,苏宁环球,4,0.07,1.78,16.62,93391593,365662678.67,4.08,9.532,7.5,12138545536
SH600590,泰豪科技,5.72,0.1,1.78,0.53,7066113,39989275,0.84,43.132,0.97,4912234802
SZ300412,迦南科技,9.16,0.16,1.78,-7.29,6778121,62998659.8,3.05,33.565,1.754,2356180084
SH603698,航天工程,16.63,0.29,1.77,42.75,39718576,644100066,7.41,68.899,0.523,8913513700
SZ000570,苏常柴A,5.74,0.1,1.77,2.14,27889382,158219522.28,6.78,73.471,0,3222288631
SZ000982,*ST中绒,1.15,0.02,1.77,8.49,20330100,23334504,0.48,,0,4901158611
SZ300491,通合科技,14.39,0.25,1.77,-9.21,7362189,104834407.53,6.06,129.45,0,2313358028
SH601311,骆驼股份,9.83,0.17,1.76,5.13,34420099,336839775,3.07,17.63,1.645,11026343518
SZ300890,翔丰华,53.83,0.93,1.76,1.39,3047337,163824585.38,12.83,101.064,,5383000000
SZ002803,吉宏股份,29.47,0.51,1.76,-8.59,3180108,92847709.43,1.15,21.137,0.2,11151721717
SH600653,申华控股,1.73,0.03,1.76,-4.42,10812533,18673791,0.56,,0,3367237948
SZ002671,龙泉股份,4.04,0.07,1.76,-3.58,3357607,13468460.69,0.72,,0,2290398687
SZ300320,海达股份,5.77,0.1,1.76,-16.98,11248200,65006323.45,2.42,15.05,0.971,3469121282
SZ002985,北摩高科,183.96,3.16,1.75,-4.83,889363,162830915.53,2.37,97.712,0.544,27623433600
SZ002529,*ST海源,6.41,0.11,1.75,-15.21,2524587,16062164.32,0.97,,0,1666600000
SH603906,龙蟠科技,32.58,0.56,1.75,-3.18,8401456,273342866,2.45,63.489,0.345,11219517455
SZ300394,天孚通信,50.46,0.87,1.75,-5.38,3054064,152958049.63,1.73,39.319,0.794,10019736739
SZ002212,天融信,21.04,0.36,1.74,0.14,8008493,167110603.42,0.71,116.705,0,24654933864
SZ200706,瓦轴B,2.92,0.05,1.74,3.18,61000,176842.88,0.04,,2.992,1175592000
SZ300255,常山药业,5.87,0.1,1.73,-5.02,7626899,44425447.24,1.12,23.288,0.221,5488255574
SH601600,中国铝业,3.52,0.06,1.73,-3.03,104374658,363683164,0.8,121.913,0,59919808788
SH603180,金牌厨柜,54.05,0.92,1.73,8.21,1123403,60593137,1.11,21.539,1.092,5581204676
SH603967,中创物流,12.96,0.22,1.73,-3.71,1572689,20321623,2.36,18.562,2.894,3456000432
SH688358,祥生医疗,47.77,0.81,1.72,-5.57,300598,14297107,1.57,34.786,,3821600000
SH600360,华微电子,8.89,0.15,1.72,6.98,58553547,521730565,6.1,298.088,0.282,8537025253
SZ003010,若羽臣,28.99,0.49,1.72,-8.66,2778366,80550142.2,9.13,34.948,0.17,3528078362
SZ002521,齐峰新材,5.92,0.1,1.72,9.02,9724863,56928055.51,2.29,20.788,1.689,2928540048
SZ300502,新易盛,56.05,0.95,1.72,1.03,9440428,526493737.12,3.91,48.14,0.21,20301560319
SZ300496,中科创达,146.07,2.47,1.72,24.85,9104418,1316942368.97,3.14,165.107,0.085,61809536129
SZ002869,金溢科技,34.36,0.58,1.72,2.38,2516311,84964427.87,1.69,6.222,4.233,6206656293
SH600698,ST天雁,2.37,0.04,1.72,-4.44,3933865,9297634,0.53,180.191,0,2522651776
SZ003017,大洋生物,45.77,0.77,1.71,-11.56,769907,35382754.97,5.13,27.248,0.492,2746200000
SZ000516,国际医学,11.31,0.19,1.71,-10.02,50782151,579149900.9,2.63,,0,22292567606
SH600213,亚星客车,7.12,0.12,1.71,-21.33,8479599,60738796,3.85,,0,1566400000
SZ300049,福瑞股份,7.78,0.13,1.7,-4.66,8776302,69458994.13,3.86,41.053,0,2046553118
SZ300499,高澜股份,9.57,0.16,1.7,-6.73,5571000,53972680.25,2.49,43.067,0.557,2663325899
SZ000898,鞍钢股份,3,0.05,1.69,-1.32,36615890,110298132.76,0.46,20.299,1.9,28215750603
SH600783,鲁信创投,15,0.25,1.69,1.15,5050614,75031900,0.68,18.326,1,11165389410
SH688301,奕瑞科技,182.93,3.04,1.69,6.55,730533,132429633,4.68,60.937,,13271173810
SH600742,一汽富维,9.61,0.16,1.69,-4.28,7254480,69226808,1.08,10.954,1.579,6430252502
SZ300694,蠡湖股份,10.21,0.17,1.69,-11.29,4391800,44764959,3.38,33.02,0.784,2198386335
SZ000636,风华高科,35.03,0.58,1.68,3.95,26738160,929603879.09,2.99,94.45,0,31360015878
SZ002293,罗莱生活,12.13,0.2,1.68,-2.57,4341405,52134656.78,0.56,18.251,4.137,10039587137
SZ300099,精准信息,7.27,0.12,1.68,2.39,13674630,98847217.64,3.14,65.19,2.063,4851527304
SH603881,数据港,64.58,1.06,1.67,7.44,5781965,366765095,2.75,119.256,0.074,15172941711
SH600346,恒力石化,38.85,0.64,1.67,38.9,24113891,926916880,0.52,20.87,1.03,273469026686
SH600320,振华重工,3.65,0.06,1.67,2.53,38377797,139316563,1.16,41.458,1.37,19229490279
SH603279,景津环保,17.69,0.29,1.67,-3.75,5092442,91942093,2.68,16.727,3.295,7283671755
SZ300856,科思股份,54.59,0.89,1.66,0.04,1513389,81913060,5.36,36.072,0.275,6162119200
SH688002,睿创微纳,106.64,1.74,1.66,-3.93,2663069,284162256,1.16,83.89,,47454800000
SH603139,康惠制药,16.01,0.26,1.65,-4.59,574812,9150425,0.58,39.987,0.537,1599078800
SZ002659,凯文教育,4.31,0.07,1.65,-11.68,10252119,43905593.08,1.74,134.015,0,2578588455
SZ300414,中光防雷,11.08,0.18,1.65,-5.3,4735628,51726997.5,1.55,89.449,0.406,3598046803
SH600981,汇鸿集团,3.08,0.05,1.65,0.65,13359369,41644608,0.6,22.621,1.623,6906694231
SZ002970,锐明技术,59.67,0.97,1.65,12.56,1737564,102167975.6,1.89,47.092,0.67,10310976000
SH600444,国机通用,9.25,0.15,1.65,-2.22,1007263,9204721,0.69,22.886,1.622,1354402871
SZ300847,中船汉光,23.4,0.38,1.65,-4.49,3239599,75889274.78,6.57,54.694,0,4617756000
SZ300231,银信科技,8.69,0.14,1.64,-2.91,11328085,99755603.36,3.15,24.454,1.726,3841850912
SH600216,浙江医药,14.29,0.23,1.64,5.07,23846271,340174783,2.47,22.866,6.998,13791679120
SH600621,华鑫股份,20.45,0.33,1.64,-10.19,18347127,374057062,1.73,33.253,0.093,21695390521
SZ002780,三夫户外,19.26,0.31,1.64,-3.12,3513095,68129306.18,3.24,,0,2799800064
SZ000628,高新发展,8.74,0.14,1.63,3.43,5222777,45580592.59,2.78,19.473,0,3078927200
SH688008,澜起科技,89.5,1.43,1.62,7.99,6985230,629443384,1.66,94.758,,101118343066
SZ300238,冠昊生物,22.55,0.36,1.62,-10.3,6330124,142629383.71,2.46,,0,5979261058
SZ000807,云铝股份,6.9,0.11,1.62,-8.37,71740400,490482790.39,2.55,27.91,0,21584625236
SZ300729,乐歌股份,40.5,0.64,1.61,-4.66,2239500,89189051.8,1.66,30.243,0.465,5625291240
SH600481,双良节能,3.78,0.06,1.61,-2.83,81243236,313729105,4.99,46.252,3.175,6170078154
SZ002108,沧州明珠,4.41,0.07,1.61,-18.03,35302906,155045514.67,2.49,26.718,1.134,6253045718
SZ000751,锌业股份,3.17,0.05,1.6,-10.7,16748449,52694064.18,1.19,21.705,0,4469285614
SH605128,上海沿浦,27.97,0.44,1.6,-3.52,619992,17385123,3.1,28.452,,2237600000
SH603111,康尼机电,5.73,0.09,1.6,2.5,4947803,28197753,0.59,6.882,0,5691468523
SZ002328,新朋股份,5.1,0.08,1.59,-0.2,32383892,167427804.16,5.88,34.113,2.522,3927102000
SH601777,*ST力帆,5.12,0.08,1.59,8.25,9100660,46349820,0.2,,0,23183008256
SH603983,丸美股份,53.64,0.84,1.59,2.74,2015038,107485012,2.62,43.563,0.727,21509640000
SZ300289,利德曼,5.77,0.09,1.58,-2.04,6542478,37210772.3,1.57,4487.411,0.173,2429469953
SZ002826,易明医药,8.98,0.14,1.58,-7.99,1295956,11591761.64,0.97,44.372,0.445,1722085620
SZ002544,杰赛科技,15.4,0.24,1.58,-8.22,10723611,164565399.56,1.89,159.011,0.214,8901107400
SH600207,安彩高科,5.82,0.09,1.57,-13,7902102,45935863,0.92,92.611,0,5022403769
SH900943,开开B股,0.452,0.007,1.57,-1.74,106700,47523,0.13,53.534,0.874,109836000
SZ000828,东莞控股,9.1,0.14,1.56,-9.63,9986888,91091832.18,0.96,10.448,3.297,9459604627
SZ002586,*ST围海,1.97,0.03,1.55,-3.9,1062770,2074066.8,0.12,,0,2254120717
SH600519,贵州茅台,2040.63,31.22,1.55,2.13,4508242,9126453277,0.36,57.504,0.834,2563434916614
SZ300647,超频三,10.49,0.16,1.55,-14.58,11879450,125818551.78,5.74,644.327,0.064,3743992320
SZ002306,ST云网,2.62,0.04,1.55,-1.13,1834488,4807621.8,0.23,,0,2200800000
SH603128,华贸物流,11.86,0.18,1.54,27.66,32478132,388083283,2.48,31.106,0.326,15530230836
SZ000681,视觉中国,14.61,0.22,1.53,12.38,11014543,159789053.01,1.66,80.993,0.219,10235436340
SZ002067,景兴纸业,3.98,0.06,1.53,13.39,60508155,235764940.17,6.22,18.413,0.879,4422579980
SZ000902,新洋丰,18.54,0.28,1.53,15.87,13101333,240174194.72,1.1,30.062,1.079,24185973037
SH603333,尚纬股份,5.31,0.08,1.53,-8.13,4252600,22571728,0.82,50.291,1.13,2760695550
SZ002363,隆基机械,5.97,0.09,1.53,-12.21,9062320,53976321.6,2.18,50.992,7.454,2484118797
SZ300863,卡倍亿,120.08,1.8,1.52,11.1,2992177,367314219.57,22.85,117.069,,6632018400
SZ002114,罗平锌电,6.66,0.1,1.52,-17.88,3945010,26020022.49,1.22,,0,2153812478
SH603165,荣晟环保,12.73,0.19,1.52,4.69,1173427,14906473,0.46,13.682,2.367,3221964337
SZ300244,迪安诊断,39.49,0.59,1.52,15.2,10318099,406757684.72,2.26,27.38,0.324,24501898109
SH600746,江苏索普,6.66,0.1,1.52,5.55,7228612,47976909,2.37,127.819,0,6981999678
SZ002110,三钢闽光,6.66,0.1,1.52,-1.04,22516582,150076747.64,1.02,7.069,3.754,16327497745
SZ300482,万孚生物,90.05,1.35,1.52,0.94,3062623,273025845.36,1.26,46.527,0.278,30858351380
SH688012,中微公司,176.65,2.65,1.52,12.09,6652085,1140134299,2.71,285.809,,94483414166
SH603867,新化股份,22.89,0.34,1.51,-1.93,2602761,59825653,3.07,18.715,1.085,3225201000
SH603329,上海雅仕,12.08,0.18,1.51,-3.28,1518036,18206833,1.15,,0,1594560000
SZ002643,万润股份,23.5,0.35,1.51,7.95,8862664,205944544.91,0.99,43.707,0.868,21364630553
SZ000933,神火股份,6.74,0.1,1.51,-15.54,35249675,236342655.38,1.85,,1.264,15040052593
SH688318,财富趋势,205.5,3.06,1.51,-3.41,1081462,222721731,6.71,63.601,,13700685000
SZ000333,美的集团,96.28,1.43,1.51,-2.19,32202327,3113133925.48,0.47,27.168,1.655,676859352717
SH601798,蓝科高新,5.4,0.08,1.5,-7.22,2535502,13672325,0.72,,0,1914452269
SZ002235,安妮股份,4.05,0.06,1.5,-10.79,27182808,109164402.28,5.13,,0,2347267750
SH600769,祥龙电业,4.74,0.07,1.5,-9.54,4768038,22497883,1.27,467.779,0,1777391928
SZ002646,青青稞酒,15.68,0.23,1.49,-21.95,21932448,335439026.25,4.88,,0.191,7056000000
SH600817,ST宏盛,13.6,0.2,1.49,-7.48,883501,12099224,0.57,,0,7103053846
SH601952,苏垦农发,12.98,0.19,1.49,-7.68,15059622,194297531,1.09,24.611,1.541,17886440000
SZ000821,京山轻机,8.17,0.12,1.49,-21.22,15226842,124509613.52,3.33,,0,4397382238
SZ002154,报喜鸟,3.42,0.05,1.48,2.7,24444406,83371988.32,2.2,14.486,0,4164232609
SH603676,卫信康,8.29,0.12,1.47,-7.79,1535107,12645965,0.36,62.095,0.543,3506670000
SZ300563,神宇股份,25.53,0.37,1.47,-3.41,2370012,59827591.04,3.65,35.887,0.663,2414557422
SZ300504,天邑股份,17.22,0.25,1.47,-6.57,3608641,62048066.93,3.42,50.821,1.161,4604765760
SH600183,生益科技,27.7,0.4,1.47,-1.63,24831660,681441881,1.08,37.124,1.435,63455716493
SH603876,鼎胜新材,13.19,0.19,1.46,-13.73,1865691,24438790,0.78,54.454,0.758,5719581428
SH603236,移远通信,209,3,1.46,11.8,1157427,241365200,1.63,124.53,0.199,22366344000
SZ300416,苏试试验,24.97,0.36,1.46,6.57,2084450,51380096,1.03,46.182,0.4,5078056261
SZ300676,华大基因,150.79,2.17,1.46,17.29,6041996,899288259.86,2.42,22.25,0.067,60331079000
SZ000595,*ST宝实,2.08,0.03,1.46,5.05,3851600,7987107.96,0.34,,0,2388876601
SZ300486,东杰智能,14.02,0.2,1.45,-5.46,620775,8645783.25,0.25,41.797,0.262,3799507681
SZ300707,威唐工业,15.42,0.22,1.45,-10.45,4064600,63649032,3.66,53.691,0.26,2421903750
SZ300776,帝尔激光,143.28,2.05,1.45,-4.61,916012,130898683.04,2.02,44.998,0.218,15159058387
SZ300898,熊猫乳品,52.42,0.75,1.45,10.73,4081678,209570882.88,15.43,100.441,1.431,6500080000
SZ000878,云南铜业,13.96,0.2,1.45,-3.52,19815131,275221030.92,1.21,47.568,0,23727512698
SZ300330,华虹计通,9.17,0.13,1.44,-7.19,2716600,24738763,1.62,277.931,0,1569517943
SH603518,锦泓集团,4.93,0.07,1.44,-4.09,1681384,8222687,0.67,,0,1244323905
SZ000929,兰州黄河,8.49,0.12,1.43,-18.05,6085948,50626817.04,3.28,,0,1577153340
SZ002216,三全食品,25.55,0.36,1.43,-1.54,12803473,323229853.33,2.26,30.297,0.235,20421047674
SH600219,南山铝业,3.54,0.05,1.43,12.03,334265275,1201568430,2.8,23.851,1.412,42304704581
SZ002311,海大集团,64.37,0.91,1.43,-1.73,10009111,640107603.2,0.61,46.296,0.517,106932136042
SZ002706,良信股份,30.66,0.43,1.42,0.07,7366859,223963503.69,1.23,71.109,0.816,24060033201
SZ002092,中泰化学,7.88,0.11,1.42,28.13,190703489,1524524413.05,8.89,,0.203,16914022832
SH603915,国茂股份,36.31,0.51,1.42,36.61,5619033,201544789,4.5,52.629,0.54,17158196094
SH600403,大有能源,4.32,0.06,1.41,-22.72,33831359,143936890,1.42,164.013,0.225,10328309577
SZ002203,海亮股份,7.93,0.11,1.41,7.31,8231672,65218635.8,0.45,19.723,0.946,15480252022
SZ002402,和而泰,19.36,0.27,1.41,12.1,33280136,645217763.13,4.15,52.091,0.31,17695367726
SZ003025,思进智能,33.15,0.46,1.41,-6.06,2038542,67461964.68,10.14,26.388,,2664928500
SZ000425,徐工机械,5.75,0.08,1.41,7.08,93125387,534457101.73,1.33,14.843,1.043,45043593473
SZ300712,永福股份,22.48,0.31,1.4,-11.43,2955477,66310862.07,1.62,68.769,0.445,4093697920
SH600031,三一重工,39.85,0.55,1.4,13.92,109810687,4384907815,1.3,23.442,1.052,337868493270
SH603198,迎驾贡酒,32.68,0.45,1.4,-6.36,13397163,426164257,1.67,30.332,2.142,26144000000
SZ000503,国新健康,8.05,0.11,1.39,-3.71,6930023,55618821.55,0.77,4455.973,0,7235518742
SZ000887,中鼎股份,10.95,0.15,1.39,-6.49,18128780,198648750.64,1.49,44.053,1.826,13368168468
SH688025,杰普特,44.17,0.6,1.38,1.05,553336,24232379,1.15,81.716,,4079920002
SZ300357,我武生物,71.99,0.98,1.38,-6.14,2525840,180745149.52,0.54,134.212,0.25,37692812160
SZ300798,锦鸡股份,10.25,0.14,1.38,-5.7,6252000,64127460.29,2.73,337.193,0.488,4281926686
SZ200596,古井贡B,112.94,1.54,1.38,4.58,96809,10915341.42,0.08,25.05,1.452,56876584000
SZ000709,河钢股份,2.21,0.03,1.38,-1.34,50414680,111293882.96,0.47,12.093,0,23467123353
SH605111,新洁能,199,2.7,1.38,1.77,2166949,432477711,8.57,147.497,0.099,20138800000
SZ000799,酒鬼酒,181,2.45,1.37,15.65,20386990,3530165553.13,6.27,131.788,0.11,58812145380
SH600782,新钢股份,4.44,0.06,1.37,-3.27,40812484,182432106,1.28,5.334,4.505,14157928770
SH603999,读者传媒,5.19,0.07,1.37,-5.98,2888132,14877717,0.5,41.939,0.655,2989440000
SZ000713,丰乐种业,14.05,0.19,1.37,-19.25,29850395,415022679.46,7.48,89.964,0.142,6162078912
SZ002129,中环股份,29.15,0.39,1.36,14.31,80123572,2324737716.59,2.99,84.354,0.095,88409808699
SZ000026,飞亚达,12.63,0.17,1.36,10.5,11279317,140030822.61,3.16,21.458,1.584,5406800457
SH601882,海天精工,10.43,0.14,1.36,-13.66,1544600,15981200,0.3,47.461,0.431,5444460000
SZ002709,天赐材料,105.11,1.41,1.36,1.26,12591750,1331944371.6,2.32,129.091,0.048,57403666384
SH605388,均瑶健康,20.06,0.27,1.36,-10.37,6025130,118496291,8.61,44.382,,8625800000
SZ002995,天地在线,46.13,0.62,1.36,-7.39,425500,19605367,2.63,28.071,0,2983227100
SH601633,长城汽车,40.5,0.54,1.35,7.11,44720080,1816338234,0.74,89.191,0.617,371626108650
SZ000150,宜华健康,3,0.04,1.35,1.35,13132144,39080878.24,1.63,,0,2633092671
SH688080,映翰通,53.71,0.71,1.34,-1.81,232940,12461882,1.87,61.758,,2815950096
SH688378,奥来德,53,0.7,1.34,-3.93,453605,23984198,3.03,47.031,,3876245100
SZ300160,秀强股份,7.54,0.1,1.34,-7.14,17879400,134854686.4,3.07,43.182,2.653,4663508269
SH603739,蔚蓝生物,24.22,0.32,1.34,7.84,2448709,58538097,3.29,36.371,0.826,3746034740
SZ003006,百亚股份,22.93,0.3,1.33,-8.83,1596956,35951687.92,3.73,57.058,,9808944954
SH601766,中国中车,6.87,0.09,1.33,29.38,423582837,2911913180,1.74,19.376,2.183,197161196285
SZ002701,奥瑞金,4.58,0.06,1.33,-7.29,34691321,156050046.01,1.44,23.109,3.826,11066724958
SH600570,恒生电子,98.8,1.3,1.33,-5.82,15003459,1467656750,1.44,99.43,0.413,103156166495
SZ002448,中原内配,5.34,0.07,1.33,-5.32,6751553,36144168.99,1.42,36.05,1.509,3220789521
SZ300543,朗科智能,15.2,0.2,1.33,10.87,11585341,177873699.99,7.33,27.405,0.968,3135451440
SH600282,南钢股份,3.08,0.04,1.32,-1.28,37681964,115884951,0.85,8.46,7.028,18930314514
SZ300373,扬杰科技,48.23,0.63,1.32,8.58,17119842,823330254.75,3.64,67.129,0.182,22770197749
